Date,Open,High,Low,Close,Volume,Adj_Close,Code
2015-12-31,89.379997,90.860001,89.019997,89.959999,6988700,88.833259,CVX
2015-12-30,90.099998,90.980003,89.889999,90.089996,5600200,88.961628,CVX
2015-12-29,91.889999,92.580002,91.07,91.25,6471200,90.107103,CVX
2015-12-28,90.309998,90.720001,89.690002,90.360001,6800000,89.22825,CVX
2015-12-24,93.949997,93.949997,92.010002,92.050003,4998700,90.897086,CVX
2015-12-23,92.199997,93.849998,91.57,93.809998,11172800,92.635036,CVX
2015-12-22,89.120003,90.790001,88.300003,90.269997,9661700,89.139374,CVX
2015-12-21,90.400002,90.699997,88.209999,89.239998,12852300,88.122276,CVX
2015-12-18,90.059998,91.269997,89.300003,89.809998,20167200,88.685136,CVX
2015-12-17,93.5,94,90.400002,90.540001,14082500,89.405996,CVX
2015-12-16,92.580002,93.82,90.809998,93.440002,16917900,92.269675,CVX
2015-12-15,90.580002,93.400002,90.550003,92.760002,19086400,91.598192,CVX
2015-12-14,86.300003,89.589996,85.410004,89.330002,12430700,88.211152,CVX
2015-12-11,87.849998,87.910004,86.089996,86.440002,13186900,85.35735,CVX
2015-12-10,88,90.459999,87.610001,89.300003,14534800,88.181529,CVX
2015-12-09,86.669998,90.139999,86.300003,87.599998,14675800,86.502817,CVX
2015-12-08,85.809998,88,84.25,86.440002,13397500,85.35735,CVX
2015-12-07,87.480003,87.940002,84.900002,87.279999,15378900,86.186825,CVX
2015-12-04,87.900002,89.82,86.489998,89.709999,13170200,88.58639,CVX
2015-12-03,90.809998,91.419998,88.360001,88.849998,10996800,87.737161,CVX
2015-12-02,92.599998,92.690002,90.029999,90.25,11830700,89.119628,CVX
2015-12-01,90.970001,92.650002,90.970001,92.480003,6975500,91.3217,CVX
2015-11-30,90.639999,91.959999,90.440002,91.32,12179400,90.176226,CVX
2015-11-27,90.25,90.839996,90.050003,90.370003,2547800,89.238127,CVX
2015-11-25,90.709999,91.32,90.160004,90.870003,5419300,89.731865,CVX
2015-11-24,90.190002,92.300003,89.800003,91.349998,8549000,90.205849,CVX
2015-11-23,88.650002,90.440002,88.110001,90.010002,6889600,88.882636,CVX
2015-11-20,90.639999,91.309998,88.809998,89.010002,8561400,87.895161,CVX
2015-11-19,92.029999,92.370003,90.43,90.830002,6096700,89.692365,CVX
2015-11-18,91.440002,92.75,91.029999,92.209999,6886900,91.055078,CVX
2015-11-17,91.269997,92.5,90.699997,91.029999,7575800,89.889857,CVX
2015-11-16,87.790001,91.470001,87.790001,91.449997,10101100,90.304595,CVX
2015-11-13,89.57,89.970001,88.190002,88.68,7676600,86.512694,CVX
2015-11-12,90.75,91.150002,89.25,89.860001,8951300,87.663855,CVX
2015-11-11,93.389999,93.709999,91.860001,92.190002,6085300,89.936913,CVX
2015-11-10,92.099998,93.5,91.839996,93.230003,6823100,90.951496,CVX
2015-11-09,93.480003,94.449997,92.099998,92.32,7659100,90.063733,CVX
2015-11-06,93.709999,94.07,91.760002,94.029999,9634200,91.73194,CVX
2015-11-05,96.050003,96.550003,94.330002,94.550003,11184800,92.239236,CVX
2015-11-04,98.019997,98.099998,96.080002,96.769997,11931300,94.404973,CVX
2015-11-03,95.419998,98.639999,95.419998,98.139999,17669200,95.741494,CVX
2015-11-02,90.610001,95.279999,90.480003,94.959999,14277300,92.639212,CVX
2015-10-30,91.139999,91.980003,89.410004,90.879997,11559300,88.658923,CVX
2015-10-29,89.32,90.93,89.139999,89.889999,6686000,87.693121,CVX
2015-10-28,88.209999,90.120003,87.919998,89.790001,8236500,87.595566,CVX
2015-10-27,87.730003,87.959999,86.739998,87.699997,9328800,85.556641,CVX
2015-10-26,90.870003,90.879997,88.580002,88.769997,8606600,86.600491,CVX
2015-10-23,90.75,91.93,90.089996,91.239998,8134800,89.010126,CVX
2015-10-22,89.739998,91.809998,89.739998,91.620003,8971700,89.380844,CVX
2015-10-21,89.440002,90.629997,89.139999,89.330002,7423400,87.146809,CVX
2015-10-20,89.5,90.489998,89.389999,89.989998,8221100,87.790675,CVX
2015-10-19,90.360001,90.540001,89.220001,90.029999,8900400,87.829699,CVX
2015-10-16,91.550003,91.660004,90.019997,91.290001,7754600,89.058907,CVX
2015-10-15,89.650002,90.870003,88.440002,90.720001,8960400,88.502838,CVX
2015-10-14,88.230003,89.970001,87.709999,89.760002,9734500,87.566301,CVX
2015-10-13,87.800003,88.940002,87.290001,88.379997,8012500,86.220023,CVX
2015-10-12,89.860001,89.980003,87.870003,88.739998,7917500,86.571225,CVX
2015-10-09,90.199997,90.400002,88.669998,89.57,10011100,87.380942,CVX
2015-10-08,87.889999,90.139999,87.800003,89.910004,11299100,87.712636,CVX
2015-10-07,88.25,89.510002,86.279999,88.120003,17670500,85.966382,CVX
